Q7187 gene
Q223714 lateral-consonant
Q2159907 criminal
Q215380 band
Q20871782 Christian-rite
Q20738 Northern-Athabaskan-languages
Q20502 house-music
Q201664 bracelet
Q1983062 episode
Q1901 nobelium
Q189539 0
Q18557954 lung-disease
Q18555947 breast-carcinoma
Q18554657 lacrimal-apparatus-disease
Q18553785 corneal-disease
Q15995642 religious-leader
Q15642541 human-geographic-territorial-entity
Q15328 still-camera
Q14745 furniture
Q1435365 top
Q134737 0
Q1334408 severe-combined-immunodeficiency
Q1303735 survey-vessel
Q1293 draughts
Q1277475 tectosilicates
Q1258 meitnerium
Q12339722 transport-minister
Q12192 pneumonia
Q12135 mental-disorder
Q11653 electronic-component
Q1144560 rate
Q11417 martial-arts
Q11404 drum
Q11325731 novelty-item
Q11042 culture
Q1077784 programming-tool
Q1076486 sports-venue
Q9135 operating-system
Q9069335 Category:Chief-rabbis-by-country
Q899720 point-group
Q853614 identifier
Q8467489 Category:Former-municipalities-of-Germany-by-state
Q83180 roof
Q820477 mine
Q8140720 Category:South-America-templates
Q8107247 0
Q7631075 administrative-territorial-entity-of-Switzerland
Q6619802 fictional-means-of-transport
Q6607152 octadecahedron
Q6501749 General-Secretary
Q64418 artillery
Q636497 stock-character
Q631560 General-Electric-J79
Q630010 reciprocating-engine
Q618 boron
Q5097028 Chief-of-Local-State-Administration
Q49476 archbishop
Q49389 tourism
Q482994 album
Q471790 isotope-of-carbon
Q470491 isotope-of-nobelium
Q469738 isotope-of-meitnerium
Q4539 cooperative
Q45089 die
Q4286337 city-district
Q41254 Grammy-Award
Q38723 higher-education-institution
Q3777661 cobaltite-mineral-group
Q3777512 garnet-mineral-group
Q34171 0
Q335249 serpentine-mineral-subgroup
Q320018 interceptor
Q3172759 folk-costume
Q3088330 pressed-cooked-cheese
Q291 0
Q239872 undead
Q2365748 administrative-territorial-entity-of-India
Q23622 dictionary
Q235557 file-format
Q2311958 0
Q222405 cold-weapon
Q220659 artifact
Q2074370 minehunter
Q205143 0
Q19577 actinide
Q19569 lanthanide
Q1939559 Member-of-Landtag
Q19341731 pasteurized-milk-cheese
Q18966327 pneumoconiosis
Q18966143 pontocerebellar-hypoplasia
Q18558209 upper-respiratory-tract-disease
Q18557287 inherited-metabolic-disorder
Q18556900 spinal-cancer
Q185000 B-17-Flying-Fortress
Q1807793 Napier-Lion
Q179461 religious-text
Q1754875 Coast-Salish-languages
Q170258 feldspar
Q169207 discrimination
Q16521 taxon
Q16338 personal-computer
Q15995941 religious-servant
Q15889510 zeolite-frameworks
Q1544537 Panoan-languages
Q15198957 aspect-of-music
Q1499623 destroyer-escort
Q14914657 independence-day
Q149086 homicide
Q14748 table
Q140686 chairperson
Q1371279 server-software
Q13402560 zeolites:-chains-of-6-membered-rings-(tabular-zeolites,-9.GD.)
Q13360246 wattle-pigeon
Q13323213 oxalate-mineral-group
Q131419 sausage
Q13125300 magnesium-iron-manganese-amphibole-subgroup
Q126017 distance
Q11629 art-of-painting
Q1077333 administrative-territorial-entity-of-Thailand
Q107425 landscape
Q107390 federated-state
Q102742 meson
Q943162 turboshaft
Q937228 property
Q928235 sloop-of-war
Q9274700 Spotted-fever
Q919956 Duplex-locomotive
Q9166501 goods-wagon
Q87167 manuscript
Q864841 2-10-2
Q8513 database
Q8253 0
Q820655 statute
Q8171 word
Q794586 SA-330-Puma
Q7603671 state-constitution
Q7569 child
Q756215 provost
Q744620 grand-tourer
Q7365 muscle
Q726 0
Q6623809 fictional-humanoid-extraterrestrial
Q657709 laboratory-glassware
Q655686 commercial-building
Q6256 country
Q622639 R-7
Q61065 water-sport
Q5962346 classification
Q569 beryllium
Q568 lithium
Q542 athletics
Q5322 capacitor
Q53060 gate
Q5230427 Member-of-the-Legislative-Assembly
Q49757 poet
Q483373 electric-multiple-unit
Q464352 isotope-of-boron
Q45199 sailor
Q43010 quartz
Q4204491 administrative-territorial-entity-of-the-Soviet-Union
Q41156 administrative-territorial-entity-of-South-Korea
Q40847 scissors
Q39816 valley
Q395 mathematics
Q381153 MB-326
Q3769299 human-behaviour
Q376055 Garratt
Q37351 0
Q3679597 attack-transport
Q36244 vowel
Q3575260 piece-of-jewellery
Q3339235 neurological-disorder
Q33384 dialect
Q33199 0
Q327754 electronic-filter
Q2994387 advisor
Q2741732 Northern-Berber-languages
Q271855 government-budget
Q263478 note
Q2537 natural-satellite
Q2394700 polyhedral-compound
Q2186582 0
Q2160801 skirt
Q2130426 0
Q2095549 0
Q20748648 0
Q20643521 unrounded-vowel
Q197 airplane
Q190992 0
Q18975343 gastrointestinal-system-cancer
Q189533 academic-degree
Q189004 college
Q18640800 Cessna-Super-Skymaster
Q18554919 bone-cancer
Q18553438 X-linked-disease
Q18553400 organ-system-cancer
Q18518465 twin-engine-bomber
Q182985 voting-system
Q181247 woodwind-instrument
Q177719 0
Q176165 database-management-system
Q17159 amphiboles
Q169336 mixture
Q163727 bachelor's-degree
Q1621322 men-in-Tolkien's-legendarium
Q161101 Dardic-languages
Q15989253 part
Q15980158 non-fiction-writer
Q156 alcohol
Q15324 body-of-water
Q14978 icebreaker
Q1496967 area
Q146877 pliers
Q1364556 music-award
Q13629441 electric-vehicle
Q1339898 Kypchak-languages
Q1324545 blimp
Q13218212 0
Q131569 treaty
Q13136 reference-work
Q1307329 fictional-extraterrestrial
Q12859788 steamship
Q12152 heart-attack
Q115485 Penutian-languages
Q1151067 human-made-rule
Q1141077 0
Q1130510 figurate-number
Q112865 administrative-territorial-entity-of-Mexico
Q1109105 College-van-burgemeester-en-wethouders
Q11016 technology
Q11012 robot
Q9778 0
Q9192 Mandarin-Chinese
Q913114 Embraer-Regional-Jet
Q8492 juice
Q8214696 mini-SUV
Q79782 motion
Q7862146 Category:Sports-by-sport-navigational-boxes
Q7621676 Category:Cross-country-runners-by-nationality
Q729 animal
Q728937 railway-line
Q7239 organism
Q7210356 political-organization
Q7188 government
Q6984738 0
Q698 Mozilla-Firefox
Q692536 Myopathy
Q6430706 critic
Q626753 Arawakan-languages
Q615948 0
Q601401 trade
Q5287207 Dock-shunter
Q49506 Delta
Q47912 lung-cancer
Q474733 amphibious-transport-dock
Q47064 military-personnel
Q468718 isotope-of-lithium
Q463820 isotope-of-beryllium
Q43193 truck
Q43115 saint
Q41207 coin
Q40831 comedy
Q40357 prison
Q3777764 nickeline-mineral-group
Q3777571 epistolite-mineral-group
Q36649 visual-arts
Q341174 V8
Q337060 perceptible-object
Q3314668 transcendental-curve
Q3308902 naval-trawler
Q3217381 0
Q311666 Image-projector
Q2986700 parliamentary-committee
Q29496 leukemia
Q2944660 lexical-item
Q287 wood
Q28640 profession
Q260838 second-generation-jet-fighter
Q258921 Catalan-solid
Q2505921 premier-in-Canada
Q23442 island
Q2304194 coastal-defence-ship
Q221414 DC-9
Q216353 title
Q213486 Archimedean-solid
Q212809 endoscopy
Q207700 An-2
Q20748682 0
Q203764 activism
Q2036617 0
Q203184 First-Lady
Q198763 undergarment
Q19834361 Scania's-bus-and-coach-range
Q19659292 musical-instrument-part
Q1958205 Frills-and-Owls
Q19408 velar-consonant
Q19359052 Ambassador-to-the-United-States
Q192152 sport-utility-vehicle
Q18614676 anti-tank-weapon
Q18602281 month-of-the-Bengali-calendar
Q18556488 male-reproductive-system-disease
Q18555940 uterine-disease
Q18555201 parasitic-protozoa-infectious-disease
Q18553363 gastrointestinal-system-benign-neoplasm
Q185387 0
Q185351 jurist
Q18500527 twin-engine-plane
Q1806767 departamento
Q180544 prism
Q180472 0
Q179951 Strabismus
Q178706 institution
Q1781513 0
Q17737 theory
Q177 pizza
Q176097 field-effect-transistor
Q1759802 coach-(bus)
Q1731155 orientalist
Q170990 arthritis
Q170486 ham
Q165363 torpedo
Q164950 dynasty
Q15889420 transitional-silicate-structures,-minerals
Q15629192 CFM-International-CFM56-5
Q15411568 C-130H-Hercules
Q15253558 activist
Q15205514 Category:Wedding-dresses-by-decade
Q1473477 0
Q1422495 P-2-Neptune
Q1368478 liaison-aircraft
Q1361980 guided-missile-cruiser
Q1335137 EMB-110-Bandeirante
Q133250 sequence
Q1327500 electronic-musical-instrument
Q13120282 lithium-amphibole-subgroup
Q1303167 barn
Q1229765 watercraft
Q12284 canal
Q12132 calendar
Q1199515 formula-racing
Q11862829 academic-discipline
Q1184840 military-vehicle
Q11693 bond
Q11573863 semiconductor-diode
Q114953 poisoning
Q11401 0
Q1092563 periodical-literature
Q10737 suicide
Q1062135 business-jet
Q1048057 antiprism
Q1041682 0
Q962805 Q-5
Q9081 knowledge
Q8928097 0
Q848963 Bram-Stoker-Award
Q8445 marriage
Q8429337 public-housing-in-Hong-Kong
Q8347 bagpipes
Q83460 general-officer
Q8341 0
Q83058 spam
Q81938 pain
Q7890838 United-States-Navy-oiler
Q787417 moveable-bridge
Q7847813 trumpeter
Q7847646 Trukic-languages
Q768575 lens
Q744967 submarine-chaser
Q737994 Chinese-opera
Q7368 0
Q725979 elimination-reaction
Q7064812 0
Q699405 dwelling
Q698105 0
Q686876 space-colonization
Q686822 bill
Q683363 cutter
Q665487 diocese
Q662914 district-in-Switzerland
Q6584340 syrup
Q645883 military-operation
Q6013981 Inborn-errors-of-carbohydrate-metabolism
Q570116 tourist-attraction
Q549534 osteosarcoma
Q5458453 fleet-submarine
Q5386 auto-racing
Q52954 keyboard
Q5156409 Complement-deficiency
Q504775 bladder-cancer
Q4964182 philosopher
Q48270 0
Q474191 diet
Q473708 home-computer
Q47069 metamorphic-rock
Q46525 Pulitzer-Prize
Q44167 engine
Q431289 brand
Q43054 neuron
Q4166506 month-of-the-Islamic-calendar
Q4129097 convex-polytope
Q41171 0
Q40397 tissue
Q3932296 Relational-database-management-system
Q390576 0
Q3777820 stannite-mineral-group
Q3777694 phosphuranylite-mineral-group
Q3777670 crichtonite-mineral-group
Q373665 0
Q369148 Schwannoma
Q353834 Stellar-pulsations
Q350979 zoologist
Q34230 Tungusic-languages
Q34049 Semitic-languages
Q34018 0
Q33750 Mongolic-languages
Q33430 Kwa-languages
Q33406 Hokan-languages
Q3312129 track-and-field
Q3188089 chief-justice
Q3132741 substellar-object
Q3091221 New-Caledonian-languages
Q30903 soprano
Q3088326 natural-rind-soft-cheese
Q3071715 isogonal-figure
Q2983893 urban-district
Q286583 manifestation
Q2828312 protected-area-of-Canada
Q282 wine
Q268132 constructible-polygon
Q2621182 culture-minister
Q25372 drama
Q25257 precipitation
Q243543 Toyota-Corolla
Q2430775 Thuringian-Colour-Pigeons
Q2402526 organogermanium-compound
Q2257525 Eastern-Algonquian-languages
Q2151613 0
Q208123 deck
Q20643518 rounded-vowel
Q20639848 club-cycling-team
Q2036539 0
Q19723451 smartphone-model
Q1968664 sled-dog-race
Q19588 transition-metal
Q19309626 twin-turboprop-airliner
Q19000984 gastrointestinal-system-disease
Q18968133 vascular-disease
Q18823024 offshore-patrol-vessel
Q18624259 private-limited-company
Q18602556 month-of-the-Nepali-calendar
Q18602540 month-of-the-Malayalam-calendar
Q18602451 month-of-the-Hebrew-calendar
Q18602249 month-of-the-Gregorian-calendar
Q18557437 mitochondrial-metabolism-disease
Q18556002 central-nervous-system-cancer
Q18553784 pigmentation-disease
Q18553646 organ-system-benign-neoplasm
Q18545 ball
Q183816 master's-degree
Q183257 0
Q1815901 electronic-circuit
Q18064632 titanium-disilicate-block-supergroup
Q177755 astrocytoma
Q1764608 0
Q1751850 optical-instrument
Q17317604 professional-wrestling-event
Q17014622 municipal-council
Q166886 duke
Q16518 barge
Q1621273 particle
Q15829786 Cessna-210-Centurion
Q15644038 BN-2
Q1564064 Vickers-Virginia
Q150609 MiG-21
Q15026 chair
Q14928 oil-tanker
Q14788575 rural-settlement
Q146878 bilabial-consonant
Q14623646 fictional-organization
Q1445650 holiday
Q1434505 administrative-territorial-entity-of-Indonesia
Q14116 OS-X
Q140318 Meteor
Q1394476 civil-township-of-the-United-States
Q13405121 neso-aluminofluoride-minerals-(3.CB.)
Q13107728 lillianite-mineral-group
Q12876 tank
Q1279564 short-story-collection
Q12757 internal-combustion-engine
Q1266 darmstadtium
Q1246258 artillery-piece
Q12303322 Minister-of-Labour
Q12202 stroke
Q121359 infrastructure
Q11902879 Lord-Mayor
Q11631 astronaut
Q1157178 0
Q11513337 athletics-competitor
Q11469 glass
Q11451 agriculture
Q11424604 earth-scientist
Q1137468 aerial-bomb
Q110660 creature-in-Harry-Potter
Q10429090 patrol-craft
Q10331907 single-engine-aircraft
Q103163 abbot
Q9788 letter
Q9418 psychology
Q928786 area-studies
Q920057 Women's-sports
Q9158768 storage
Q912796 Papilloma
Q858656 commutative-ring
Q855451 administrative-territorial-entity-of-Poland
Q8502 mountain
Q849697 doctoral-degree
Q848944 merchant-vessel
Q8467520 0
Q8454 capital-punishment
Q8436 family
Q815554 athletic-shoe
Q811909 technological-component
Q7755 constitution
Q7692391 0
Q768855 Orders,-decorations,-and-medals-of-the-United-Kingdom
Q768186 sports-equipment
Q752870 motor-road-vehicle
Q7466485 0
Q7411 Dutch
Q7272 0
Q7269 monarchy
Q7215177 Category:Minerals
Q7174 democracy
Q701632 Municipal-council
Q697196 ocean-liner
Q694118 0
Q678276 flat-engine
Q675010 lysosomal-storage-disease
Q658429 vector-bundle
Q6437 Airbus-A300
Q6422240 property
Q6418576 Category:20th-century-in-the-United-Kingdom
Q634 planet
Q60186 meteorite
Q57305 trade-fair
Q570600 listed-building-in-the-United-Kingdom
Q56463 Sami-languages
Q56393 Ryukyuan-languages
Q5551886 germanate
Q54050 hill
Q5119 capital
Q506736 F27-Friendship
Q4883172 H-13-Sioux
Q483110 stadium
Q482980 author
Q47071 brown
Q46847 ring
Q4574084 environment-minister
Q44377 tunnel
Q44337 matrix
Q427254 chlorite-mineral-group
Q427013 click-consonant
Q4167876 Chinese-ritual-bronze
Q413 physics
Q4115952 commerce-minister
Q40348 lawyer
Q4010528 mid-size-/-large-family-car
Q4 death
Q39809 0
Q38829 breed
Q38720 windmill
Q385457 isotope-of-darmstadtium
Q3777824 stewartite-mineral-group
Q3777636 brackebuschite-mineral-group
Q3777597 hydrotalcite-mineral-group
Q3777576 ettringite-mineral-group
Q3777558 astrophyllite-mineral-group
Q375345 0
Q36794 door
Q3610946 Alfa-Romeo-125
Q33860 Omotic-languages
Q33623 Iroquoian-languages
Q3333484 Orthodox-Christianity
Q333 astronomy
Q33260 French-based-creole-languages
Q331350 simplex
Q32738 microcomputer
Q327197 legal-transaction
Q31920 swimming
Q315 language
Q286 leather
Q2825087 0
Q27686 hotel
Q2745944 regular-polytope
Q2731419 seat
Q272741 adenoma
Q270673 personality-disorder
Q2695280 technics
Q253555 escort-carrier
Q23757 limestone
Q22731 stone
Q2269913 president-of-the-Senate
Q22687 bank
Q22667 railway-system
Q223818 biplane
Q214753 radiometric-dating
Q2092558 R-1830-Twin-Wasp
Q2085381 publisher
Q2083958 pattern
Q206084 T-28-Trojan
Q2055880 passenger-ship
Q19816755 artificial-landform
Q193395 data-storage-device
Q19000600 cranial-nerve-disease
Q189962 interval
Q18965543 specific-developmental-disorder
Q18965518 artery-disease
Q18931911 theorist
Q188946 bipolar-junction-transistor
Q188884 octahedron
Q1886677 Malaita-languages
Q18818560 corrensite-mineral-group
Q18602460 month-of-the-Solar-Hijri-calendar
Q185785 ammunition
Q18557436 disease-of-anatomical-entity
Q18556400 intestinal-benign-neoplasm
Q18556019 cerebrum-cancer
Q18555946 breast-adenocarcinoma
Q18555918 cranial-nerve-neoplasm
Q18555031 inherited-blood-coagulation-disease
Q184240 0
Q183484 graphics-processing-unit
Q181593 sorting-algorithm
Q18028617 8-polytope
Q18018609 polytope-operation
Q1788716 military-decoration
Q17781690 anatomical-region
Q17618153 Economy-minister
Q17376908 languoid
Q17372377 F-16A/B-Fighting-Falcon
Q17350442 venue
Q17310396 administrative-territorial-entity-of-the-Russian-Empire
Q17291399 film-crew-member
Q172341 ovarian-cancer
Q170173 yacht
Q169470 physicist
Q16939905 athletics-(track-and-field)-competition
Q167676 sensor
Q16755104 county-level-division
Q161439 jewellery
Q1610017 simulation-video-game
Q159719 power-station
Q159701 Glaucoma
Q15889879 sodalite-mineral-subgroup
Q15838659 humanoid-extraterrestrial-from-Doctor-Who
Q15831598 fictional-astronomical-object
Q15829739 IO-470
Q157443 comedy-film
Q15726799 manga-and-anime
Q155651 Mi-24
Q15331 jig
Q15275719 recurring-event
Q152200 Tornado-MRCA
Q1521410 kitchenware
Q15056995 aircraft-model
Q1476525 Dyslipidemia
Q1466064 processor
Q14514600 group-of-fictional-characters
Q144713 East-Slavic-languages
Q1423891 minister
Q1352680 PW100
Q13406837 IMA-status
Q13405161 epidote-mineral-group
Q13402688 zeolites:-chains-of-doubly-connected-4-membered-rings-(9.GC.)
Q1337875 financial-risk
Q13300 Nahuatl
Q132364 communications-protocol
Q13218176 silica-mineral-(silica-family)
Q131524 entrepreneur
Q131186 choir
Q1301561 0
Q1301433 surface-vehicle
Q1183559 decahedron
Q11663 weather
Q11585235 optical-instrument
Q11461 sound
Q1137767 muscular-dystrophy
Q1057101 Cessna-180
Q997002 0
Q9426999 Category:2000s-in-the-United-Kingdom
Q93204 documentary-film
Q9200127 0
Q9129 Greek
Q912552 Geared-steam-locomotive
Q9072715 0
Q903799 Rolls-Royce-Condor
Q866153 frozen-dessert
Q864114 input-device
Q851782 0
Q842262 narrow-body-airliner
Q8390127 0
Q8199745 Category:2010s-in-the-United-Kingdom
Q8162 linguistics
Q7857 toilet
Q771124 0
Q7688 raion
Q765633 aviation
Q7603708 legislature-of-a-constituent-state
Q753779 passenger-car
Q750932 Grassfields-Bantu-languages
Q7405591 Salmson-water-cooled-aircraft-engine
Q728646 partnership
Q7270 republic
Q719456 station
Q7150 ecology
Q6981875 Western-Siouan-languages
Q68685 metabolic-pathway
Q679903 magma
Q6501447 local-government
Q649107 pole-weapon
Q646728 administrative-territorial-entity-of-Finland
Q6394 Boeing-707
Q6310322 0
Q62927 digital-camera
Q628179 trail
Q623772 uvular-consonant
Q6235 0
Q6097 tea
Q5972956 0
Q578868 vehicle-simulation-game
Q577389 Fury
Q560 helium
Q544006 anxiety-disorder
Q541116 O-1-Bird-Dog
Q5325633 Ear-disease
Q5307737 drinking-establishment
Q516844 Beer-glassware
Q5133502 0
Q513110 pluton
Q504802 intersection
Q494600 Oghuz-languages
Q49084 short-story
Q483394 genre
Q47250 Chinese-cuisine
Q4687862 aeolian-landform
Q45722 cardinal
Q44782 port
Q44494 mill
Q43343 contemporary-folk-music
Q42998 orchestra
Q4213 telescope
Q41796 sentence
Q41291 rocket
Q4022 river
Q399597 free-reed-aerophone
Q3977911 hydrotalcite-supergroup
Q3966183 0
Q39018 emperor
Q382844 Governor-General
Q3821 Category:Science-and-nature-templates
Q378427 literary-award
Q3777838 triphylite-mineral-group
Q3777783 plumbogummite-mineral-group
Q3777734 lovozerite-mineral-group
Q3777546 apatite-mineral-group
Q3777535 allanite-mineral-group
Q37038 advertising
Q36810 quadrilateral
Q3590880 0
Q356033 adenocarcinoma
Q355304 watercourse
Q354160 germane
Q35102 proverb
Q33614 0
Q3217375 Sumba-languages
Q3216918 rocket-launcher
Q31855 research-institute
Q3071 punk-rock
Q30046 0
Q2806492 0
Q267753 retroflex-consonant
Q26529 space-probe
Q2647651 All-star-game
Q2599083 IAE-V2500
Q2526676 Central-Malayo-Polynesian-languages
Q245016 military-base
Q2348250 0
Q2271985 administrative-territorial-entity-of-Bangladesh
Q22633 Germanic-peoples
Q2243695 Eerste-Kamerverkiezingen
Q223393 literary-genre
Q214856 tessellation
Q213051 0
Q210272 cultural-heritage
Q207694 art-museum
Q206592 jet-aircraft
Q205464 algebraic-structure
Q1972624 0
Q1970061 Lieutenant-governor-of-a-province-of-Canada
Q19403027 purpose-designed-aircraft
Q193391 diplomat
Q19324469 0
Q19267791 inshore-patrol-vessel
Q192102 skin-cancer
Q190822 Central-Sudanic-languages
Q190403 catamaran
Q18975702 mouth-disease
Q189567 food-additive
Q189114 spiral
Q1872522 low-entry-bus
Q185626 single-reed-instrument
Q18558098 orbital-disease
Q18557978 oral-cavity-cancer
Q18557212 genetic-disease
